G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
36,31,123.2,99,0.9251,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26,58.2,50.6,37.5,35.2,70.1,6.6,5,2023
31,16,104.1,105,0.4747,52.1,51.1,19.3,18.6,29.1,29.3,31.7,28.8,48.5,48.8,39.3,36.4,68.8,-9.6,0,2016
30,13,100,105.4,0.3522,46,49.9,19,18.3,31.3,30.4,41.5,50.2,45.8,48.3,31.1,34.9,68.4,-9.4,0,2014
30,4,95.4,115.7,0.0974,50.5,55.9,18.8,16.9,22.1,33.7,24.2,31.6,48.6,54.5,36.1,39.2,66.2,-20,0,2013
30,26,110.6,100.8,0.7449,55,47.2,17.6,18,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,2,2018
29,10,97.2,111.1,0.1759,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,47.3,48.8,33.5,36.6,70.2,-14.6,0,2014
23,6,99.8,111.9,0.2112,48.3,53.3,18.3,17.2,26.2,26.7,29,36,46.2,53.6,35.3,35.3,67.9,-14.1,0,2021
36,28,105.7,98.1,0.7016,49.9,46.1,16.5,20.1,28.6,30.7,38.4,37.2,47.2,45.3,36.6,31.4,73.6,-0.2,0,2016
29,12,99.6,113.2,0.1867,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,67,-13.5,0,2016
32,17,104.1,107.5,0.4106,48.1,51,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,0,2015
28,6,96.7,112.4,0.1515,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32,40.7,70.1,-17.3,0,2017
39,31,121.5,91.2,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,5,8,2023
34,19,114,102.6,0.771,54,50.7,14.7,16.3,25.9,27.7,25.9,25.2,54.3,50.5,35.8,34,66.6,-3.2,0,2023
33,20,100.7,100,0.5201,51.9,47.9,20.2,16.9,27.9,24.8,37.1,33,51.5,49.4,35,30.1,66.3,-6,0,2023
33,27,107.3,97.1,0.7595,55.8,48.7,20.8,22,30.1,27.4,42.8,38.2,55,45.7,38.2,35.4,71.5,-0.7,2,2017
33,16,101.6,93.9,0.7136,48.4,46,19.5,18.5,27.9,29.5,35.1,33.5,45.3,45.7,35,31.1,61,-6.2,0,2013
31,16,107.7,98.6,0.7353,48.2,47.7,18.7,18,34.7,33.2,38.1,38,46,49,35,30,66.2,-2.3,0,2015
32,19,109.8,114.5,0.3839,55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,52.8,51.5,40.8,38,65.1,-7.1,2,2015
35,26,108.3,89.8,0.8955,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,70.8,3.6,2,2014
31,11,99.3,104,0.3703,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,0,2013
27,2,90.9,110.6,0.0952,44.5,52.9,21.5,17.8,30,31.7,26.2,38.5,44.1,52.7,30.2,35.5,66,-21.1,0,2022
36,26,112.6,94.7,0.8803,52.3,48.1,19.3,21,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,69.8,4.2,5,2023
29,11,98.2,104.1,0.3396,45,50.1,17,18.5,27.5,31.2,33.1,35.7,42.6,49,33,35.1,61.2,-12.5,0,2015
27,3,91,108.9,0.1126,44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,71.9,-19.2,0,2016
29,10,98.9,107.2,0.2856,50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,46.5,51.7,38.3,35.7,68.3,-14.4,0,2018
23,14,99.2,89.2,0.7715,47.6,47.6,17.1,18.8,26,22,27.7,27.7,49.8,45.9,29.3,34.8,63.6,-0.7,0,2021
22,9,96.5,107.9,0.2165,50.5,53.9,20.9,21.5,25.8,33.6,24,34.7,51.9,53.2,32.7,36.9,70.6,-13.7,0,2021
28,12,104,110.4,0.3345,50.9,52.7,17.6,18.1,29.9,31.1,35.1,48.5,48.8,53,37,34.9,64.3,-12.1,0,2014
30,14,104,98.1,0.663,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2,0,2017
31,17,98.3,101.4,0.4108,48.2,45.9,19.4,18.2,33.2,29.1,36.1,43.7,48.7,44.2,31.5,33.8,67,-8.7,0,2014
28,14,93.9,104.1,0.2355,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,66.3,-13.7,0,2019
33,29,109.2,99.6,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,3,2019
37,34,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28,38.7,30.5,57,42,40,33,65.2,7.8,5,2015
26,7,89.6,105.5,0.1321,47.8,50,25,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.8,-13.9,0,2015
33,22,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31,32.4,36.3,52.5,46,37,35.8,72.6,-3.6,2,2016
15,4,92.8,106.5,0.1696,47.1,53.2,18.2,16.9,24.9,23.8,27.9,32.8,47,52.3,31.6,36.6,69.7,-9.5,0,2021
25,8,102.2,109.2,0.3185,49.2,53.5,15.5,16.9,26,29.4,27.3,31.9,48.8,53.2,33.3,36.2,66.5,-12.6,0,2021
31,20,104.9,102.4,0.5673,51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,49.7,49.8,37.7,32,68.7,-5.7,0,2017
25,4,91.5,114.2,0.0725,48.5,54.8,21.5,16.4,27.5,28.8,26.1,25.1,46.4,53.4,34.9,37.8,69.6,-18.1,0,2022
33,18,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,2,2017
28,13,97.4,111.3,0.1768,49.8,51.7,18.2,19.2,28.2,31.2,39.5,60.7,52.2,52.2,30.4,33.7,65.5,-10.4,0,2014
27,12,93.6,105.5,0.2031,48.8,49.9,18.8,15.9,26.7,27.1,23.2,30.1,47,49.6,34.7,33.6,67.1,-12.7,0,2022
26,26,125.4,89.8,0.9791,61,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64,46.8,36.5,32.5,74.6,8.5,7,2021
32,15,90.9,102.6,0.2001,45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,44.9,43.7,30.6,29.8,65.1,-11.7,0,2015
32,17,101.9,107,0.3637,49.6,51.8,16.5,18.6,25,29.8,33,29.4,50.5,50.1,32,36.6,67,-9.8,0,2023
31,10,92.7,99.9,0.2964,43.3,49.7,21.9,20.1,32,32.8,40.6,34.1,42.3,49,30.8,34.2,61.1,-11.2,0,2013
30,21,108.5,98,0.7631,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39,52.7,46.7,39,36.8,67.7,-3.8,0,2018
32,14,101.5,94.5,0.6939,47.2,46.9,19.5,17.6,29.2,29.5,30,37.6,45.7,44.7,34.2,34.5,67.1,-5.3,0,2013
28,11,103.2,114,0.2411,47.5,53.1,17.8,15.5,30.3,30.7,28.9,29.3,48.4,51.3,30.6,36.7,67.9,-14.8,0,2023
30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,3,2016
34,21,112.6,92.5,0.905,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,64.1,2.1,3,2013
30,8,98.9,104.6,0.3459,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,69.3,-12.5,0,2013
36,28,116.4,95,0.9117,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,65.2,3.5,3,2013
29,14,105.5,109.6,0.3908,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,71.1,-8.4,0,2016
30,16,103.6,97.3,0.6732,48.5,49.8,17.5,17,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37,63.7,-7.1,0,2018
17,3,91.1,115.5,0.0614,45.7,54.7,22.3,18.7,26.3,32.3,29.8,45.5,45,55.6,31.1,35.5,73.4,-13.7,0,2021
30,16,100.3,102.4,0.4409,51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,49.8,49.9,36.2,31.8,67.8,-7.1,0,2019
34,24,112,96.2,0.8516,51.9,49.3,17.1,21.3,29,34.2,31.3,28.5,49.3,50.6,37.7,30.2,66,0.3,4,2013
28,23,111.5,105.9,0.6452,56.7,51.3,14.5,15.5,24.8,23.5,21.3,21.7,55.9,51.6,38.4,33.6,66.9,-2.1,0,2022
30,17,97.1,103.1,0.3326,49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,50.6,48.8,30.8,34.3,70,-11,0,2017
32,12,102.3,104.2,0.4472,49,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,68,-10.6,0,2016
33,18,95.2,104.5,0.2547,48.8,52.2,21,22.2,30.1,27.8,32.2,38.5,47.3,52.2,34.1,34.7,67.6,-11.5,0,2019
31,21,94.2,95.6,0.4577,47.5,47.3,19.9,20.4,33.8,24.8,30.8,31.7,47,45.7,32.3,33.2,64.8,-6,0,2022
30,18,101.3,103.2,0.4476,51.5,50.4,17.3,19.5,29.9,28,23.7,30,49.3,49.8,36.9,34.2,64.4,-8.6,0,2023
16,7,98.6,103.2,0.3708,50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,50.5,51.1,33.7,34.5,69.5,-7.4,0,2021
33,14,103.4,108.2,0.3726,51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,47.7,52.7,38.2,39.3,71.2,-12.7,0,2016
33,21,111.8,109,0.5713,52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,49.9,51.4,38.6,33.4,67,-4,0,2014
35,31,115.4,93,0.9228,55.9,45.6,17.8,19.2,27,26.9,39.8,27,53.3,44,39.8,32.1,58.5,5.3,3,2015
28,19,110.3,103.7,0.6694,53.1,47,17.6,16,31.1,31.5,41.9,39.3,50.5,43.5,38.7,35.2,63.7,-2.8,0,2014
34,20,103.9,99.5,0.6223,49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,50.2,47,32.7,34.5,69.2,-5.5,0,2019
29,19,103,102,0.5285,52.4,48.1,20.5,20.2,32.5,31.8,39,33.5,52.2,47,35.1,33.5,66.3,-5,0,2013
32,19,103.2,93.4,0.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6,0,2017
30,17,102.8,96.1,0.6837,51.1,46.9,19.9,18.2,31.9,23.5,27.3,30.2,51.1,46.1,34.1,32.2,67.3,-6.4,0,2022
29,12,94.7,108.6,0.1714,48,53.8,18,19.6,25.8,27.4,39.3,38.7,46.8,52.6,33.8,37.3,65.9,-13.2,0,2014
26,11,97.4,107.6,0.2414,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,50.7,50.8,31.9,37.6,66.5,-9.9,0,2015
32,22,100.5,98.1,0.5705,48.6,44.5,18.6,16.4,29.6,26.5,33.6,27.2,48.2,44.5,32.8,29.5,64.5,-5.7,0,2023
33,21,107.6,92.6,0.8482,48.5,44.4,19.2,16.7,32.2,28.5,47.7,34.3,47.2,43.2,34.2,31.2,64.8,1.6,2,2015
